Id,y
10000,-66.00242349023142
10001,451.40650440115337
10002,-461.6764170602979
10003,40.50120875372486
10004,-126.74472245403751
10005,-342.53455181925324
10006,-396.5555421135897
10007,335.5412790790879
10008,-99.5124208706246
10009,304.8125398062766
10010,68.89453048978598
10011,412.36919545590973
10012,54.94237102476775
10013,-17.005550754780838
10014,-597.8499575722612
10015,443.5022887864135
10016,144.77448697804195
10017,-57.41116367253689
10018,134.38782757746304
10019,-108.98377598910858
10020,153.82482842506707
10021,611.7359836022019
10022,588.3896503384233
10023,-131.01679995802004
10024,-61.13562114122846
10025,-374.2484953169709
10026,74.15799307965308
10027,137.43837873610414
10028,420.0866117967908
10029,196.76562571344488
10030,268.44284980053436
10031,638.47491025111
10032,127.37873138691837
10033,1.3491187583985311
10034,22.71045317740665
10035,342.2395345225643
10036,307.7039669741707
10037,348.1382087009413
10038,-168.65286130735572
10039,-20.221130904618065
10040,-551.7499275731099
10041,-429.9718040667392
10042,261.89195870674456
10043,389.820426129221
10044,-96.16562227356565
10045,-210.71080125632622
10046,278.8818687840111
10047,-427.45330103104766
10048,-172.90325291756977
10049,467.2643783557848
10050,-631.5587355874385
10051,-355.5316593381769
10052,143.1732755386049
10053,69.19920259894266
10054,275.588273976726
10055,-263.18861220410247
10056,167.4983072324125
10057,104.57789589014095
10058,230.07008661007623
10059,20.98802664457823
10060,-4.822581262502072
10061,-201.92294081063787
10062,560.0639265657707
10063,55.28847625244894
10064,671.301574691833
10065,-493.7487382852297
10066,-279.3530367325921
10067,-53.7125276131459
10068,379.6981955009772
10069,315.0714108579836
10070,169.13001732614308
10071,-271.5993032690094
10072,783.8022226750329
10073,44.57731151554892
10074,57.406780054578235
10075,-161.07827414306828
10076,-220.66957847885644
10077,223.24129442929367
10078,352.66559554375664
10079,13.163291366265792
10080,-461.99414698573133
10081,305.37214669142566
10082,-230.59656173860904
10083,359.0744432425431
10084,-430.26056337591893
10085,-115.54882205546305
10086,-88.9600638786722
10087,-488.2901898080412
10088,-139.35033854713606
10089,57.33880810852685
10090,-190.33624272166404
10091,-6.508092914824957
10092,189.29107774701677
10093,346.6036781856546
10094,871.6273206485911
10095,-147.01353738653924
10096,443.4899377794296
10097,-30.49843297443888
10098,185.46345753445718
10099,-119.9171715173277
10100,43.57523800180843
10101,58.31857155224285
10102,-197.15246829839856
10103,-70.47160678841246
10104,-342.84605328866763
10105,-29.23358987371609
10106,49.5229292961041
10107,-16.24614413791118
10108,33.77506926160616
10109,-68.88307748324226
10110,25.863399493695525
10111,-617.3142842716954
10112,-185.90441301194892
10113,323.7831061093878
10114,-35.66219572212766
10115,-733.5297711613837
10116,-240.7385626473596
10117,-381.9731466242476
10118,75.31994462169506
10119,36.61032645911614
10120,-28.756270225025418
10121,-481.160627968591
10122,408.85023042298917
10123,-765.0217471991646
10124,178.07269651637162
10125,-7.649879385671606
10126,134.79684623375948
10127,-477.4585142128692
10128,-248.70625301323633
10129,-361.8846572238622
10130,-18.75561174855286
10131,7.795604374434324
10132,-109.10598972538365
10133,-63.07374524219392
10134,591.8231837349172
10135,259.6126336966278
10136,-279.8658320087672
10137,93.22535940051836
10138,-427.28731541913646
10139,84.38656633089947
10140,-311.5446306441574
10141,11.419268612559986
10142,-297.8314684235846
10143,-331.9289709686434
10144,656.0132305257298
10145,-476.66268136505505
10146,361.194045133772
10147,-150.18526861192112
10148,299.94671902432543
10149,-191.72143219270592
10150,151.949995116121
10151,-64.67275781576554
10152,351.24486163063244
10153,-370.63644575627285
10154,349.22498178611244
10155,273.5246096168019
10156,783.197184319687
10157,-124.23788973573932
10158,-155.22004432990707
10159,-506.9556493864118
10160,201.69321238561795
10161,-415.17405715963787
10162,-348.1651051695651
10163,-201.9522410868121
10164,-658.9504470533379
